Tem,Wind,Hum,Pres,PM10,PM2.5,O3,NO2,CO,SO2,Pat
3.8,3.1,52.3,1016.6,35,22,0.011,0.041,0.6,0.004,87
5.4,2.4,58.5,1015.9,20,11,0.013,0.04,0.5,0.004,87
4.6,1.4,64.9,1010.9,55,41,0.004,0.057,0.9,0.005,49
6.5,2.6,61.4,1003.9,30,22,0.016,0.035,0.6,0.004,2
1.5,3.3,60.8,1006.7,56,46,0.028,0.022,0.6,0.005,112
-3.7,3.2,45.1,1013.2,29,16,0.023,0.022,0.4,0.004,100
-3.8,2.1,36.4,1014.3,22,11,0.016,0.03,0.4,0.004,97
-2.2,3.1,43.1,1007.6,27,15,0.018,0.029,0.4,0.004,83
-6,2.9,47.4,1006.9,28,12,0.024,0.019,0.3,0.003,86
-8.4,3.8,33.3,1014.8,36,9,0.025,0.012,0.3,0.003,45
-6.6,2.3,35.3,1017.2,24,12,0.018,0.021,0.4,0.003,2
-3.8,1.4,37.6,1018.6,42,26,0.007,0.045,0.7,0.004,115
-2,1.5,46.6,1020.6,64,52,0.003,0.067,1.2,0.006,103
-0.5,1.3,68.9,1019.5,96,81,0.007,0.056,1.1,0.006,91
-1.2,1.6,55.4,1012.8,96,78,0.007,0.054,1,0.006,100
-4.4,3,70.3,1011.5,55,43,0.02,0.031,0.6,0.004,86
-5.2,1.6,78.1,1015.4,50,39,0.007,0.045,0.7,0.003,48
-8.9,2.2,48.4,1020.4,43,37,0.022,0.023,0.5,0.004,127
-7,2,49.6,1023.4,33,26,0.017,0.035,0.5,0.004,97
-5.2,1.5,50.6,1023.4,49,41,0.01,0.053,0.9,0.005,113
-1.3,2.2,64.4,1015.8,65,56,0.008,0.064,1,0.005,117
-2.6,3.4,47.3,1016.5,93,18,0.028,0.014,0.4,0.003,2
-1.6,1.7,38,1016,28,10,0.012,0.036,0.5,0.003,2
-4.8,3.3,61.4,1014.4,44,35,0.029,0.014,0.5,0.003,16
-5.4,1.7,44.8,1018.2,27,19,0.012,0.038,0.5,0.003,112
-4,2.5,44.5,1018.2,32,21,0.02,0.033,0.6,0.004,292
-2.7,2.7,52.9,1019.4,29,16,0.018,0.035,0.5,0.004,98
1.5,1.5,65.4,1016,63,48,0.02,0.05,0.8,0.005,101
0.9,1.6,69.4,1010.3,92,78,0.004,0.071,1.2,0.005,53
1.2,2.1,75.3,1003,80,69,0.007,0.051,0.9,0.004,2
-1.7,3,51,1011.5,33,24,0.028,0.023,0.4,0.004,114
-2,1.5,45.4,1014.4,36,24,0.009,0.045,0.6,0.004,87
-2.2,2,50.1,1008.4,49,34,0.009,0.046,0.8,0.005,86
-5.3,3.8,47,1005.1,43,17,0.026,0.018,0.4,0.004,80
-6.6,4.1,44.3,1007.5,29,16,0.027,0.016,0.4,0.004,84
-4.8,2.8,45.4,1013.5,27,16,0.025,0.019,0.4,0.004,44
-2.2,2.1,51.3,1017.8,28,17,0.022,0.028,0.5,0.004,2
0.1,1.6,59.6,1019.5,40,30,0.008,0.056,0.8,0.005,116
0.3,2.5,46,1021.8,44,31,0.027,0.031,0.5,0.005,86
1.8,1.4,52.1,1018.9,59,46,0.007,0.071,1.1,0.008,112
5.5,2,63.9,1009,69,52,0.011,0.067,1.2,0.007,88
0.8,3.9,56.9,1010.8,40,16,0.031,0.016,0.3,0.004,87
-2.6,2.8,49.4,1014.9,28,15,0.029,0.021,0.4,0.004,42
-1.5,4.2,53.8,1007.1,37,19,0.032,0.018,0.4,0.003,117
-0.6,1.6,37.1,1018.4,42,28,0.013,0.048,0.7,0.004,95
1.7,2.7,70.8,1005.6,36,28,0.008,0.045,0.6,0.003,89
-1.5,3.8,56.4,1008.4,32,20,0.035,0.017,0.4,0.004,93
-0.8,2.2,51.3,1013.4,27,16,0.025,0.033,0.5,0.005,96
2.6,2.3,63.6,1011.1,45,31,0.018,0.043,0.7,0.005,47
3.6,2.1,52.8,1014,44,32,0.025,0.029,0.6,0.004,3
3.7,1.8,37.4,1016.4,33,21,0.015,0.045,0.6,0.004,113
5.6,2,41.5,1013.9,40,28,0.014,0.057,0.8,0.006,100
5,1.8,65,1006,56,45,0.021,0.05,0.7,0.006,179
1.8,3.1,59.5,1005.2,33,23,0.031,0.021,0.4,0.003,101
3.3,2.1,54.4,1009.6,37,20,0.019,0.044,0.6,0.005,111
5.7,1.6,60,1008.4,50,36,0.016,0.052,0.8,0.005,56
5.2,2.1,71.6,1005.6,63,51,0.029,0.039,0.7,0.004,2
0.1,4,41.3,1006,33,25,0.034,0.018,0.5,0.004,113
-1.3,3.9,37.5,1006,29,19,0.036,0.017,0.4,0.004,83
-0.1,3.1,50.6,1003.9,38,18,0.029,0.026,0.6,0.004,86
3.2,3.1,47.3,1002.1,40,18,0.029,0.031,0.6,0.005,106
4.8,2.2,37.4,1008.7,40,25,0.025,0.04,0.6,0.005,97
7.3,1.8,37.4,1012.4,54,40,0.02,0.058,0.8,0.007,39
6.9,2.5,49.8,1007.9,54,41,0.037,0.025,0.6,0.004,115
5.8,3.2,37.5,1008.2,41,26,0.035,0.023,0.5,0.004,108
6.3,2.1,34.9,1012.3,34,21,0.023,0.038,0.6,0.004,77
6.2,1.9,41.8,1011.1,56,42,0.023,0.053,0.7,0.005,81
7.7,2,43.1,1012.9,68,53,0.024,0.057,0.8,0.005,99
9.5,2.3,34.1,1013.8,67,54,0.026,0.064,0.8,0.007,46
10.9,1.6,36,1014.9,68,56,0.031,0.047,0.8,0.005,1
10.2,1.8,40.4,1008.5,87,68,0.007,0.074,1,0.006,104
7.4,3.1,48.1,1005.8,89,66,0.032,0.034,0.7,0.006,95
7.6,2.5,32.8,1010.2,42,27,0.035,0.032,0.5,0.004,70
9.1,2.2,34,1009.8,64,42,0.029,0.046,0.7,0.005,94
8.7,2.1,41.4,1010.4,50,33,0.024,0.043,0.6,0.004,90
8.1,2.1,41.1,1008.8,60,44,0.025,0.044,0.6,0.005,29
7.3,2.2,53.1,1007.8,56,43,0.03,0.037,0.6,0.005,4
6.1,2.5,67.4,1009.3,69,56,0.033,0.036,0.9,0.004,90
7.1,1.9,59.8,1012.5,80,63,0.019,0.05,0.9,0.005,93
8.8,2.3,54.9,1012,57,42,0.037,0.036,0.6,0.004,75
10.6,1.9,50,1010.9,61,43,0.027,0.05,0.7,0.005,88
8.6,2.4,70.6,1007.8,47,32,0.022,0.042,0.6,0.004,87
9,2.1,60.5,1005.5,20,14,0.033,0.028,0.5,0.003,214
9,2.1,53.1,1008.1,43,33,0.034,0.035,0.6,0.004,1
11.4,2.1,45.6,1012.1,74,56,0.034,0.052,0.7,0.006,117
14.1,2,35.3,1013.1,71,54,0.026,0.062,0.8,0.006,105
12,2.4,66,1006.2,47,26,0.018,0.054,0.7,0.004,101
10.4,2.4,90,1001.9,24,16,0.025,0.031,0.5,0.003,85
14.5,2.1,68.1,1003.6,36,25,0.023,0.039,0.6,0.003,79
13,2.5,74.5,1002.2,57,43,0.021,0.044,0.7,0.004,42
14.8,2.8,59.6,1003.8,37,25,0.032,0.024,0.5,0.003,2
16.5,2.8,25.8,1001.5,24,14,0.033,0.033,0.5,0.003,105
15.3,3.2,36.8,995.9,47,22,0.036,0.033,0.5,0.004,86
11.5,3.7,21.8,1004.5,49,9,0.04,0.018,0.4,0.003,93
12.7,2.5,54,1005.9,63,27,0.037,0.035,0.6,0.005,87
13,3.5,57.9,1001.6,51,23,0.044,0.035,0.5,0.005,96
16.8,2.2,59.4,1003.5,61,32,0.046,0.036,0.6,0.006,51
18.7,1.4,52.9,1004.1,56,33,0.032,0.047,0.7,0.006,1
14.7,2.2,66.5,992.1,40,24,0.025,0.047,0.7,0.004,123
11.7,2.5,76.5,988.8,38,21,0.023,0.038,0.6,0.003,102
12.6,2.9,43.1,999.9,68,13,0.033,0.023,0.4,0.003,91
12.9,2.3,45.4,1002.2,70,19,0.031,0.038,0.5,0.004,80
13.1,2,56.5,1000.9,61,21,0.028,0.045,0.6,0.004,90
14.8,2.1,48.4,1002.8,74,33,0.007,0.053,0.8,0.004,42
15.1,2.7,39.4,1008.5,45,17,0.057,0.03,0.5,0.004,119
16,2.7,56.8,1008.1,55,29,0.047,0.035,0.5,0.005,78
15.1,3.3,36,1005.6,38,15,0.042,0.019,0.4,0.003,82
13.6,3.3,41.8,1001.4,38,12,0.04,0.024,0.5,0.004,91
14.4,3,57.3,995,57,24,0.036,0.036,0.7,0.007,90
17.1,2.7,44.3,996.5,60,29,0.04,0.037,0.6,0.006,46
20.1,1.9,50.8,1005.9,86,50,0.064,0.033,0.7,0.005,256
20.7,2.1,42,1011.1,90,49,0.045,0.05,0.7,0.005,127
21.5,2,34.1,1010.5,61,32,0.064,0.04,0.6,0.004,4
21,2,43.6,1006,57,32,0.038,0.043,0.6,0.005,83
20.9,3.2,53.4,1003.4,47,21,0.042,0.02,0.4,0.004,3
14.9,3.8,32,1005,159,17,0.041,0.022,0.3,0.004,49
16.6,3.2,42.6,1003.5,79,13,0.044,0.024,0.4,0.005,1
17.9,2.1,43.6,1003.6,153,36,0.046,0.043,0.6,0.008,129
17.1,1.6,62.6,1000.5,116,30,0.024,0.044,0.6,0.005,35
16.4,2.5,73,999.6,40,17,0.035,0.025,0.5,0.003,122
19.3,1.8,65.3,1001.1,67,31,0.034,0.044,0.6,0.005,106
19.1,2.1,71.6,998.7,73,44,0.036,0.047,0.7,0.007,108
16.4,3.1,77.8,995.6,45,24,0.042,0.03,0.5,0.004,42
16,2.8,61.4,1001.5,37,8,0.031,0.029,0.4,0.004,116
17.1,2,60.5,1000.6,31,13,0.03,0.033,0.4,0.005,116
18.6,2.1,51.5,1001.1,33,16,0.034,0.037,0.5,0.005,83
20.4,2.3,41.9,1005.5,42,25,0.045,0.043,0.6,0.006,88
21.1,2.6,42.6,1006.7,42,24,0.048,0.036,0.5,0.006,92
20.9,2.4,44,1005.7,33,19,0.045,0.033,0.5,0.007,39
21.5,2.3,48.1,1004.9,26,15,0.042,0.024,0.4,0.004,2
21.8,2,53.6,1003.8,38,25,0.036,0.03,0.4,0.004,110
20,1.9,68,1000.6,33,19,0.02,0.032,0.4,0.004,91
21.8,2,60.4,998,22,12,0.031,0.025,0.4,0.003,78
19.2,3.4,45.6,994.9,33,10,0.037,0.029,0.4,0.004,93
17.7,2.9,41.5,997.7,20,6,0.037,0.02,0.4,0.003,97
19.5,2.2,46.1,1001.7,28,12,0.043,0.029,0.4,0.004,48
22.9,2.3,61.8,1001.7,61,35,0.065,0.034,0.6,0.007,113
23.6,2.4,43.5,999.4,44,21,0.041,0.041,0.5,0.006,121
23.3,1.9,49.1,992.9,32,17,0.029,0.04,0.5,0.005,68
23.3,3.1,51.8,989.2,31,15,0.043,0.016,0.3,0.003,254
20.5,2.8,37.4,994,24,6,0.04,0.018,0.3,0.003,93
20.5,3,44,997.5,25,8,0.038,0.02,0.4,0.003,45
21.7,2.6,36.9,1001.4,23,7,0.045,0.018,0.3,0.003,4
24.2,1.9,33.3,1004.5,22,9,0.049,0.029,0.4,0.003,127
19.4,2.5,60,1002.6,17,7,0.041,0.022,0.4,0.003,3
17.6,2.4,91.4,994.7,15,8,0.026,0.026,0.5,0.002,96
20.1,2.8,67.3,999.7,39,25,0.057,0.027,0.6,0.003,105
21.2,3.3,69.8,996.8,58,38,0.055,0.032,0.7,0.005,115
21.5,2.3,46.8,996.9,42,20,0.048,0.023,0.4,0.003,47
22.1,2.8,45.5,1004.1,26,8,0.048,0.021,0.3,0.003,93
21.5,2.4,63,1004.1,30,14,0.033,0.023,0.4,0.003,109
21.8,2.8,63,1000.8,38,19,0.036,0.028,0.4,0.004,72
23.1,2.5,62.4,998.1,45,27,0.044,0.032,0.5,0.005,90
25.5,2.2,55.8,999.3,60,40,0.063,0.036,0.6,0.006,98
24.2,2.4,52.3,1000.5,44,30,0.065,0.029,0.5,0.006,41
24.3,2.3,52,1000.2,37,25,0.05,0.027,0.5,0.004,4
24.8,1.8,50.9,999.4,46,31,0.037,0.04,0.5,0.004,131
26,2.1,43.4,995,42,30,0.048,0.036,0.5,0.003,87
25.4,2.9,52.6,995.6,47,33,0.039,0.029,0.4,0.004,82
25.3,2.5,57.3,998.7,33,23,0.032,0.027,0.4,0.003,86
26.7,2,53,996.2,37,22,0.039,0.038,0.5,0.003,98
24.5,1.2,60.4,993.3,33,21,0.023,0.047,0.5,0.005,42
23.8,1.5,75.4,992.6,31,22,0.039,0.029,0.5,0.003,2
23.1,2.2,76.9,997.3,22,14,0.039,0.025,0.4,0.002,125
25.2,2.2,67.5,999.7,25,16,0.044,0.026,0.5,0.003,103
26,2.1,63.5,1001.9,42,33,0.045,0.032,0.5,0.004,92
26.2,2.2,64.8,1001.1,44,35,0.039,0.033,0.5,0.004,87
25.9,2.2,65.9,998.2,48,37,0.044,0.027,0.5,0.003,86
25.3,2,73.6,997.4,38,29,0.038,0.025,0.5,0.003,216
24.3,2.5,90.5,996.8,26,17,0.019,0.02,0.3,0.003,1
24.7,3.5,87.6,995.7,22,13,0.025,0.024,0.4,0.003,121
26.7,2,74.5,996,34,24,0.035,0.026,0.4,0.004,97
27.4,1.5,66.9,1000,35,26,0.044,0.029,0.5,0.004,75
27.6,1.7,72.3,1000.1,41,31,0.049,0.037,0.6,0.004,91
26.4,2,80.8,997.7,21,11,0.014,0.03,0.4,0.003,99
26,2.6,83.3,996.5,26,15,0.019,0.024,0.4,0.003,37
26.3,1,88,996.3,26,17,0.022,0.026,0.5,0.003,1
24,2.3,96.5,991.1,13,7,0.012,0.028,0.4,0.003,115
26,2.1,81.4,997.2,38,26,0.036,0.029,0.5,0.003,78
27.1,2.3,75.9,1000.2,45,32,0.042,0.028,0.5,0.003,81
27.6,1.5,71,998,45,33,0.039,0.035,0.5,0.004,87
28.7,2.1,68.4,998,45,33,0.035,0.037,0.5,0.005,93
25,2.2,89,999.5,20,12,0.02,0.028,0.4,0.003,53
26.2,1.4,83.4,1001.8,17,9,0.02,0.022,0.4,0.003,2
26.8,2,77.3,1001.9,21,12,0.019,0.027,0.4,0.004,110
26.5,1.6,80.6,999.5,26,16,0.027,0.032,0.4,0.004,99
28.3,1.8,71.4,997.1,35,24,0.045,0.029,0.5,0.003,84
29.9,2.2,66.1,996.6,48,37,0.042,0.037,0.6,0.006,81
29.8,2.5,73.1,998.2,57,46,0.059,0.032,0.5,0.006,107
29.3,2.3,75.8,999.1,55,43,0.043,0.028,0.5,0.007,37
27,2.1,89.5,994.9,49,39,0.034,0.025,0.5,0.004,2
26.2,1.2,82.3,992.9,31,22,0.02,0.038,0.7,0.003,112
29.4,1.9,64.1,993.9,24,14,0.026,0.023,0.5,0.003,117
28.7,2.7,55.6,997.6,15,7,0.039,0.024,0.4,0.003,88
27.1,1.9,62.5,998.2,25,14,0.029,0.036,0.4,0.003,81
25.5,1.5,92.1,998,29,19,0.012,0.036,0.6,0.003,93
27.2,2.3,72.3,997.6,13,5,0.026,0.02,0.4,0.003,42
27.9,1.9,64.4,997.2,19,13,0.041,0.018,0.4,0.003,2
25.7,1.4,82.3,998.9,20,13,0.011,0.037,0.5,0.003,88
28.6,1.7,73,1000.1,20,11,0.026,0.03,0.5,0.003,263
30,1.3,71.9,997.4,33,23,0.044,0.036,0.6,0.003,71
30.2,2.2,60.6,995.2,24,14,0.035,0.029,0.4,0.003,93
30.3,2.1,60.1,995.5,25,16,0.048,0.024,0.4,0.004,100
31.4,1.9,63,993.4,28,19,0.042,0.024,0.4,0.003,43
29.8,1.9,71.9,990.9,23,17,0.035,0.019,0.4,0.003,1
29.2,2.4,68.1,989.7,32,21,0.051,0.019,0.4,0.003,119
28.2,1.9,67.1,989.8,40,27,0.052,0.027,0.5,0.004,97
27.6,2.3,66.4,988.1,32,22,0.041,0.022,0.5,0.003,112
24.8,2,89.9,991,6,3,0.026,0.018,0.4,0.003,87
27,2.3,72.5,996.4,10,5,0.024,0.023,0.4,0.003,92
27.8,2.1,60.3,1000.6,8,3,0.024,0.017,0.3,0.003,36
26.3,2.8,62.1,1000.4,8,3,0.02,0.013,0.3,0.003,1
24.6,3.6,67.5,996.2,7,3,0.012,0.014,0.3,0.002,107
21.9,3.6,93.8,993.2,5,3,0.01,0.014,0.3,0.002,2
23.3,3.7,80.5,995.5,6,3,0.013,0.015,0.3,0.003,102
24.8,2.1,77.1,998,9,4,0.014,0.024,0.4,0.003,118
26.3,1.3,75.6,1001,25,16,0.019,0.04,0.5,0.005,98
26.1,2,75.8,1001.9,22,12,0.027,0.024,0.5,0.003,61
23.2,2.9,95.6,998.6,9,4,0.02,0.018,0.3,0.002,1
25.8,2.4,81.5,997.1,12,6,0.017,0.024,0.4,0.003,125
27.3,1.9,70.6,1001.9,16,8,0.021,0.03,0.4,0.006,94
27.2,2.6,84.1,1001.3,21,9,0.005,0.027,0.5,0.005,97
26.5,4,85.3,996,22,7,0.015,0.023,0.4,0.004,78
25.3,1.7,61.9,998.6,25,11,0.022,0.035,0.6,0.005,98
24.2,2,54.5,1003.8,22,7,0.03,0.025,0.4,0.004,50
21.5,1.5,73.1,1001.5,27,14,0.017,0.037,0.5,0.004,107
19.5,3.2,51.4,1004.3,16,5,0.029,0.014,0.3,0.003,99
19.8,1.5,55.8,1003.9,21,8,0.017,0.032,0.5,0.004,73
22.2,1.6,62.4,1002.2,31,19,0.028,0.032,0.6,0.004,86
23.3,2.2,56,1002.6,20,11,0.027,0.024,0.5,0.003,264
23.8,1.8,59,1002.6,22,13,0.032,0.025,0.4,0.004,52
23.7,1.6,64,1004.8,25,18,0.043,0.023,0.4,0.004,1
24.6,1.6,53.8,1005.2,25,17,0.032,0.036,0.5,0.003,128
21.9,1.7,62.4,1001.8,20,12,0.013,0.038,0.5,0.003,89
20.6,1.2,75.5,998.6,23,16,0.012,0.04,0.6,0.003,111
22.4,1.4,73.3,997.9,34,26,0.036,0.027,0.6,0.004,78
24.3,1.7,67.5,1001.4,49,37,0.031,0.036,0.7,0.005,110
23.8,1.4,70.1,1003.2,53,40,0.038,0.035,0.7,0.004,43
23,1.4,74.3,1003.4,40,32,0.027,0.036,0.7,0.003,2
21.2,1.7,79.8,997.7,20,16,0.029,0.025,0.5,0.003,120
22.1,1.9,58.6,1003.6,20,12,0.024,0.03,0.5,0.003,104
21.4,1.9,49.3,1008.4,19,10,0.025,0.031,0.5,0.003,92
22.4,1.7,48.8,1009.3,22,12,0.024,0.031,0.5,0.004,77
22.6,3.6,48.4,1009,12,7,0.028,0.019,0.4,0.003,114
22,3.6,50.9,1004.5,8,4,0.027,0.014,0.3,0.003,56
21.9,2.1,62.8,998.3,17,9,0.028,0.024,0.4,0.003,130
22.6,3,79.1,998.8,54,36,0.048,0.031,0.7,0.004,95
19.5,2.4,48.9,1002.4,18,9,0.029,0.024,0.4,0.003,90
20.3,1.6,57.3,1004,25,15,0.026,0.042,0.5,0.004,105
20.6,2.1,60.8,1003,27,20,0.036,0.04,0.5,0.004,88
21.8,1.6,69.8,1005.4,48,26,0.031,0.038,0.6,0.005,59
22.4,2,71.5,1005.1,56,37,0.04,0.026,0.6,0.004,1
23.4,1.4,58,1004.8,39,26,0.03,0.04,0.6,0.003,122
25.1,1.9,57,1002.2,41,27,0.034,0.041,0.6,0.003,110
22.7,1.7,66.4,997.7,35,23,0.024,0.035,0.6,0.004,121
19.2,2.8,49.1,1000.5,19,9,0.029,0.019,0.4,0.003,123
17.4,2.2,39.3,1007.5,18,9,0.026,0.027,0.4,0.004,144
20,1.5,64.9,1011.1,30,19,0.023,0.041,0.6,0.005,59
18.2,2.3,74.8,1006.8,30,22,0.019,0.034,0.5,0.003,175
22,2.3,62.3,1001.3,16,11,0.032,0.017,0.4,0.003,82
16.7,1.8,48.5,1013.1,18,8,0.027,0.014,0.3,0.003,1
18.7,2.1,56.4,1013.1,12,7,0.026,0.017,0.3,0.003,3
18.9,2.3,66.4,1008.9,10,7,0.026,0.013,0.3,0.002,18
21.9,1.2,67.6,1009.7,8,5,0.025,0.02,0.4,0.002,24
23,1.4,66.9,1012,17,13,0.025,0.027,0.5,0.004,4
22.5,1.5,66,1011.4,22,17,0.028,0.03,0.4,0.005,11
21.4,1.3,76.9,1008.2,25,18,0.01,0.034,0.5,0.003,160
15.5,2.9,77.1,1008.1,10,7,0.022,0.014,0.4,0.002,117
11.4,2,71,1010.4,20,12,0.012,0.024,0.4,0.002,102
12.8,3.2,51,1012.1,27,16,0.018,0.028,0.5,0.002,110
15.8,1.7,42.5,1017.1,21,12,0.025,0.026,0.4,0.002,3
16.6,1.7,47.6,1016.4,28,17,0.017,0.034,0.5,0.003,128
16.2,1.3,47.1,1014.1,34,16,0.02,0.041,0.6,0.004,101
16.5,2.4,58.8,1012.9,26,15,0.019,0.032,0.4,0.003,97
17,1.8,58.3,1009.2,19,12,0.018,0.031,0.5,0.003,82
17,1.5,58.6,1008.8,28,20,0.013,0.045,0.6,0.004,73
17.6,1.3,52.8,1007.6,27,23,0.017,0.041,0.6,0.004,52
16.3,3.1,50.4,1004,27,13,0.029,0.019,0.4,0.004,2
13.7,1.4,47,1007.8,26,11,0.026,0.028,0.5,0.004,111
14.4,1.9,54.3,1013.6,31,17,0.017,0.039,0.5,0.004,97
14.4,1.5,59,1014.5,38,22,0.02,0.041,0.6,0.004,103
14.5,1.2,56.5,1011.3,48,30,0.013,0.052,0.7,0.004,96
16.9,1.2,54.4,1009.6,58,39,0.02,0.053,0.9,0.005,100
17.2,2,51.9,1009.8,44,28,0.023,0.045,0.7,0.004,42
11.5,3.3,45.6,1007.1,60,22,0.025,0.025,0.5,0.004,3
7.7,2.4,27.4,1015.1,35,13,0.024,0.022,0.2,0.004,117
10.4,1.8,54.3,1014.6,34,15,0.013,0.042,0.3,0.005,91
14.4,2.1,72.4,1010.4,42,23,0.015,0.046,0.3,0.005,255
15.5,1.6,78.8,1007.9,52,30,0.022,0.041,0.4,0.005,87
12.3,3.2,66,1009.3,40,27,0.03,0.025,0.5,0.005,78
7.8,2.5,47.9,1018.1,47,39,0.025,0.023,0.5,0.004,29
8.4,1.5,52.5,1018.3,40,30,0.013,0.039,0.6,0.005,1
11.4,1.5,64.5,1014.2,37,23,0.01,0.05,0.7,0.006,100
14.4,1.5,61.4,1010.4,43,29,0.005,0.059,0.8,0.005,105
13.1,3,53.3,1009.8,63,31,0.033,0.024,0.5,0.005,96
9.4,1.2,39.6,1013.5,48,27,0.01,0.048,0.8,0.005,78
9.8,3,56.3,1005.8,42,23,0.013,0.041,0.7,0.005,125
5.9,2.2,42.9,1011.1,69,12,0.02,0.02,0.4,0.004,41
5.3,1.4,57.1,1011.3,29,19,0.01,0.037,0.6,0.004,1
8.4,1.9,64.4,1006.7,40,26,0.006,0.048,0.7,0.005,111
7.5,2.4,42.5,1008.5,44,18,0.02,0.025,0.5,0.005,109
3.2,2.8,38.3,1011.3,23,11,0.02,0.021,0.4,0.005,99
1,1.5,30.3,1014.6,22,13,0.014,0.031,0.5,0.005,87
3,2.2,39.4,1009.2,37,24,0.003,0.049,0.8,0.006,93
-2.1,3.4,38.5,1013,37,22,0.024,0.013,0.4,0.005,51
-0.4,1.4,55.3,1016,35,21,0.011,0.039,0.7,0.006,114
1.3,1.4,55.6,1015.7,49,33,0.005,0.053,0.9,0.006,92
4.3,2.4,54.8,1007.8,63,33,0.012,0.043,0.8,0.006,100
0.9,2.1,49.3,1009.8,23,11,0.014,0.028,0.5,0.005,97
-0.4,1.8,62.5,1013.9,19,13,0.012,0.029,0.6,0.005,109
3,1.8,77.6,1012.6,25,15,0.004,0.049,0.8,0.005,47
6.4,1.1,64.1,1011.9,68,52,0.003,0.072,1.3,0.008,97
3.2,2.8,48.3,1015.3,73,25,0.014,0.033,0.7,0.006,87
-2.4,3.3,26.8,1018,16,8,0.024,0.019,0.4,0.005,75
-2.2,1.6,49.4,1019.9,22,12,0.013,0.036,0.6,0.005,257
1.9,1.7,59.9,1017.3,39,25,0.005,0.05,0.9,0.006,45
-1.2,3.4,48.1,1012.2,39,26,0.018,0.024,0.6,0.005,111
0.7,1.7,64.5,1012,46,33,0.012,0.037,0.8,0.006,93
-3.8,1.8,41.3,1013.2,29,21,0.015,0.025,0.5,0.005,87
-0.5,1,46.1,1009.6,37,25,0.004,0.052,0.9,0.006,38
1.1,2,67.9,1004,36,26,0.011,0.034,0.7,0.006,1
-7,3.5,40.5,1012.9,40,9,0.018,0.014,0.4,0.004,121
-9.4,2.1,41.9,1019.3,30,17,0.017,0.018,0.5,0.005,97
-8.7,1.7,42,1021.4,33,19,0.012,0.03,0.6,0.006,95
-6.6,0.9,42.9,1020.9,48,36,0.004,0.053,1,0.006,86
-3,1,52.6,1016,76,59,0.002,0.073,1.4,0.008,102
-5.7,3,43.1,1016.7,36,25,0.02,0.02,0.6,0.006,49
-6.7,1.9,38.1,1019.7,32,11,0.022,0.02,0.4,0.006,1
-1.6,1.2,80,1015.9,53,35,0.004,0.054,1.1,0.006,123
-3.9,2.1,49.4,1020.7,39,18,0.016,0.024,0.5,0.006,120
-3.9,1.1,68,1020,37,24,0.004,0.047,0.8,0.006,105
-0.9,1.2,71.4,1020.3,52,40,0.003,0.057,1.1,0.006,117
3.4,1.1,66.6,1015.3,55,43,0.004,0.066,1.4,0.008,118
6.1,1.1,75.8,1012,101,76,0.007,0.06,1.2,0.008,52
2.9,1.9,82,1003.2,70,56,0.017,0.04,1,0.006,3
-2.1,2.8,43.1,1012.2,25,15,0.023,0.021,0.5,0.006,3
-3.8,2.9,41.8,1014.7,24,12,0.018,0.026,0.5,0.005,154
-6.9,1.9,31.4,1019.3,26,14,0.014,0.028,0.5,0.006,117
-2.1,1.3,47,1019,40,27,0.005,0.046,0.8,0.006,90
2.1,1.1,67,1016.1,83,60,0.007,0.059,1.1,0.008,107
1.4,0.9,79.5,1013.9,112,88,0.003,0.059,1.3,0.006,49
-0.3,2.3,54.4,1012.8,54,34,0.024,0.02,0.6,0.006,1
-1.3,1.4,39.1,1016.8,34,17,0.015,0.03,0.6,0.007,160
-1.8,1.8,42,1018.1,35,22,0.01,0.043,0.9,0.007,119
-4.7,2.2,42.3,1019.9,31,19,0.016,0.025,0.6,0.007,118
-4.7,1.4,43,1016.5,39,24,0.01,0.037,0.7,0.007,85
