Tem,Wind,Hum,Pres,PM10,PM2.5,O3,NO2,CO,SO2,Pat
-3,1.7,48.4,1010.3,51,34,0.007,0.048,0.8,0.007,97
-2.8,1.5,45.8,1012.9,38,27,0.016,0.035,0.7,0.007,49
-0.8,0.8,42.1,1010.7,47,36,0.004,0.054,1,0.007,2
1.3,1.8,51.9,1000.6,49,37,0.007,0.052,0.9,0.007,114
-4.2,2.9,59.4,1002.8,35,18,0.022,0.022,0.5,0.006,110
-7.5,3,52,1007.9,27,13,0.022,0.019,0.4,0.006,89
-11.1,2.8,49.8,1015.9,29,22,0.018,0.02,0.5,0.006,75
-10.2,1.7,35.4,1020.6,22,15,0.016,0.031,0.5,0.006,88
-4.4,0.8,67.3,1021.1,49,38,0.003,0.056,1,0.006,44
4.7,1.4,63.9,1012.8,65,46,0.01,0.054,0.9,0.007,109
3.5,0.7,59.1,1007.6,98,74,0.004,0.074,1.5,0.008,99
4.5,1.2,64.1,1007.2,99,77,0.008,0.057,1.1,0.008,79
2.1,1.9,59.6,1012.9,79,55,0.014,0.04,0.9,0.007,86
1,1.6,43,1013.5,51,27,0.016,0.039,0.7,0.007,76
2.2,1.6,57.6,1012,87,56,0.013,0.053,1.1,0.009,50
0.4,1,36.6,1012.7,51,33,0.014,0.04,0.7,0.006,1
0.2,1.5,56.5,1005.2,40,25,0.008,0.046,0.8,0.006,125
-11.7,3.7,42,1013.4,21,12,0.027,0.015,0.4,0.005,86
-14.2,3.4,31.6,1018.3,26,10,0.027,0.015,0.4,0.006,80
-14,2.8,32.6,1019.1,22,12,0.026,0.017,0.4,0.006,74
-14.8,2.6,34.9,1018.9,28,18,0.024,0.02,0.5,0.006,84
-9.9,1.4,37.4,1017.8,37,26,0.009,0.043,0.7,0.006,50
-6.3,2.6,36,1011.6,26,17,0.028,0.02,0.5,0.006,2
-8.5,2.7,35,1013,39,15,0.025,0.02,0.5,0.007,96
-5.3,1.3,62,1014.7,36,20,0.008,0.045,0.8,0.007,124
-2.6,1.6,54.5,1016.6,35,18,0.011,0.036,0.6,0.006,86
-4,1.6,44.1,1018.3,34,21,0.013,0.038,0.7,0.006,243
-2.4,1.6,51.1,1017.5,48,31,0.008,0.053,0.9,0.007,92
-7.3,3.8,47,1017.2,31,19,0.026,0.017,0.5,0.006,45
-9.4,3,37.8,1015.1,24,15,0.025,0.019,0.5,0.006,117
-10.1,3.1,36.5,1014.4,27,18,0.025,0.019,0.5,0.006,113
-8,1.5,39.8,1015.4,34,23,0.015,0.037,0.6,0.006,83
-4.4,1.2,43.3,1014,45,32,0.006,0.058,1,0.007,100
0.4,1.1,43.9,1011.8,62,48,0.005,0.067,1.2,0.008,109
-0.5,3,47.4,1010.9,65,38,0.023,0.031,0.6,0.007,52
-6.1,2.7,42.5,1011.3,45,13,0.03,0.017,0.4,0.006,1
-5.8,2.7,40.8,1011,42,13,0.024,0.024,0.5,0.006,120
-0.8,2.7,54.5,1011,43,14,0.019,0.033,0.6,0.007,124
3.5,2.6,51,1006.3,59,27,0.025,0.035,0.7,0.007,89
-0.7,2.5,28,1011.5,32,14,0.031,0.016,0.5,0.006,2
-1.1,2.1,40.1,1008.1,38,19,0.024,0.028,0.6,0.006,3
-3,2.9,25.6,1014.1,42,10,0.031,0.013,0.4,0.006,3
-0.4,1.3,26.9,1015.5,30,14,0.023,0.026,0.6,0.007,1
1.8,1.5,48.6,1013.3,52,34,0.011,0.05,0.9,0.007,118
0.9,2.5,41,1012.8,50,32,0.022,0.034,0.7,0.006,138
-0.9,2.3,31.5,1013.4,32,17,0.029,0.024,0.5,0.006,98
1.3,2.2,59,1010.6,41,25,0.022,0.039,0.7,0.007,88
4.2,1.9,81.1,1010.1,79,55,0.022,0.04,0.9,0.006,100
2.4,2.1,49.4,1016.8,67,46,0.025,0.03,0.7,0.006,49
3.1,1.4,43.1,1013.9,56,37,0.011,0.061,0.9,0.009,102
4.2,0.9,48.8,1012.5,83,55,0.003,0.081,1.4,0.011,117
4.6,2,73.3,1000.1,64,41,0.011,0.05,1,0.007,92
-0.2,3.8,61.9,1001.1,35,26,0.037,0.019,0.6,0.005,157
-0.7,1.5,34,1007.5,58,24,0.019,0.042,0.6,0.007,117
7.9,1.5,38.1,1003.7,51,25,0.015,0.05,0.8,0.008,47
5.5,2,67.5,1007.9,8,5,0.033,0.021,0.5,0.005,109
4.5,1.6,46.8,1018.8,26,15,0.021,0.034,0.6,0.006,120
6.4,1.8,54,1016.7,25,14,0.025,0.028,0.5,0.005,111
4.6,1.9,76,1009.3,30,24,0.027,0.023,0.6,0.005,86
4.5,1.5,63.3,1012.6,40,31,0.019,0.037,0.7,0.006,102
4.6,2,65.8,1013.4,42,31,0.02,0.041,0.7,0.008,40
6.4,2,51.3,1014.7,51,34,0.035,0.027,0.5,0.006,3
8,1.4,45.8,1011.8,81,53,0.018,0.061,1,0.008,130
12.4,1.8,60.5,1008.3,57,36,0.023,0.051,0.9,0.008,93
17,2.3,58.8,1008.5,22,11,0.028,0.031,0.5,0.007,80
12.4,2.1,92.1,1003.3,18,12,0.016,0.031,0.5,0.005,75
7.1,1.9,46.9,1014.1,12,6,0.036,0.017,0.5,0.005,99
6.6,1.5,48,1016.6,27,16,0.025,0.031,0.5,0.005,35
8,2.5,64.5,1006.2,30,22,0.029,0.027,0.6,0.005,112
4.7,3.4,39.9,1013,17,7,0.042,0.013,0.4,0.005,104
2.1,1.7,64.1,1007.5,13,6,0.034,0.02,0.4,0.004,99
4.9,2.2,61.5,1004.4,39,24,0.027,0.034,0.6,0.006,112
6.1,2,55.3,1009.1,61,45,0.034,0.043,0.7,0.007,87
7.6,2.1,61.9,1011.8,104,77,0.037,0.051,0.9,0.008,53
9.6,1.7,65.6,1014,115,87,0.039,0.044,0.9,0.007,1
11,1.9,64.5,1011.3,106,66,0.024,0.061,1,0.008,109
13.3,1.6,61.1,1007.3,84,50,0.032,0.055,0.9,0.009,93
14,2.2,66.4,1006.6,50,32,0.032,0.04,0.7,0.008,84
15.4,1.6,66.3,1009.6,53,34,0.03,0.036,0.6,0.007,78
14.8,1.7,55.6,1012.7,56,32,0.027,0.042,0.6,0.006,77
14,1.9,52.9,1009.9,50,26,0.034,0.04,0.6,0.008,38
15.6,1.5,68.8,1006.3,58,27,0.031,0.032,0.5,0.007,151
18.4,1.9,64,1005.4,60,24,0.03,0.033,0.5,0.007,121
17.8,2.1,72.9,1006.4,59,17,0.02,0.033,0.5,0.007,97
13.4,1.9,67,1007.4,11,5,0.031,0.02,0.5,0.005,104
7.6,2,90.6,1005.7,6,4,0.023,0.025,0.5,0.005,93
5.8,3.1,71.6,1001,103,21,0.029,0.022,0.5,0.005,94
4.2,4.1,45.5,1003.4,42,20,0.04,0.014,0.4,0.005,44
3.9,1.8,59.6,1004.7,22,13,0.035,0.021,0.5,0.005,1
7.9,1.1,57.9,1007.5,33,22,0.014,0.046,0.7,0.005,124
15.1,3.5,51,1000,36,18,0.029,0.035,0.6,0.006,98
12.6,3,49.4,1000.8,52,20,0.034,0.028,0.5,0.006,99
13.3,2.6,30.5,1007.7,39,14,0.03,0.032,0.5,0.007,84
14.6,1.3,22.9,1011.8,29,13,0.029,0.034,0.6,0.005,86
9,1.8,78.8,999.5,18,11,0.038,0.018,0.4,0.005,35
9.5,2.4,65.5,1002.3,59,17,0.037,0.017,0.5,0.005,2
11.6,1.6,41.9,1009.3,32,20,0.034,0.029,0.6,0.005,106
12.9,1.9,37.9,1009.5,50,25,0.03,0.045,0.7,0.006,92
12.4,1.9,35.4,1007.4,59,27,0.039,0.042,0.6,0.006,111
14,1.9,38.8,1007.8,72,34,0.037,0.055,0.7,0.009,95
18.4,1.3,46,1009.3,91,46,0.042,0.064,0.9,0.009,85
18.7,1.9,32,1008.1,64,35,0.027,0.058,0.8,0.008,48
15.5,1.1,57.4,1007.9,32,18,0.03,0.032,0.5,0.006,1
9.3,2.2,93.9,1005,9,6,0.045,0.016,0.4,0.005,95
12.1,1.4,63.3,1001.6,7,4,0.039,0.02,0.5,0.005,101
14.6,1.5,37.8,1003.2,30,22,0.028,0.04,0.6,0.006,102
14.9,2.1,51.9,1003.7,38,26,0.036,0.044,0.6,0.007,90
15.7,1.7,52.9,1004.2,49,34,0.04,0.044,0.6,0.008,78
15.4,2,49,1006.2,55,34,0.038,0.042,0.6,0.007,48
16.2,1.9,43.1,1003.4,48,28,0.057,0.033,0.6,0.007,2
19.2,1.6,61.6,1004.4,70,47,0.055,0.035,0.7,0.008,121
20.4,1.5,72.8,1003.5,53,36,0.042,0.025,0.6,0.005,228
15.1,1.9,90.4,994.9,39,29,0.026,0.03,0.7,0.005,109
11.2,2.7,62.4,997.4,24,12,0.039,0.022,0.5,0.005,118
14.1,2.7,45.5,1001.5,37,15,0.045,0.028,0.5,0.006,88
18.3,2.6,46.8,1004.7,34,17,0.063,0.024,0.4,0.007,4
16.6,1.1,86.4,997.7,13,8,0.045,0.018,0.4,0.005,1
19.2,1.2,60.3,996.5,31,16,0.027,0.034,0.6,0.005,27
17.5,1.7,50.9,1003.9,15,6,0.048,0.014,0.4,0.005,135
15.7,1.7,50.4,1010.6,19,7,0.043,0.019,0.4,0.005,103
15.4,2.3,67.4,1012.1,35,18,0.041,0.031,0.5,0.006,85
16.1,1.8,59.8,1008.2,51,29,0.049,0.034,0.5,0.005,97
14.2,0.9,89.3,999.8,27,17,0.02,0.045,0.6,0.005,42
15.8,1.9,82.5,998.3,19,12,0.031,0.023,0.5,0.005,2
18.2,1.4,71.4,1001.3,60,39,0.034,0.04,0.7,0.006,112
23.2,1.1,56.4,1000,65,46,0.036,0.05,0.8,0.007,98
22.3,1.9,93.8,995.1,33,22,0.007,0.037,0.6,0.005,76
20.9,1.4,97,994,13,8,0.011,0.032,0.6,0.005,88
16.3,1.3,86.8,996.2,10,4,0.016,0.022,0.5,0.005,107
17.6,1.5,47.5,1005.9,9,4,0.037,0.016,0.3,0.005,48
17.8,1.4,43.9,1007.9,17,9,0.039,0.024,0.4,0.005,125
18.1,1.1,75.5,1002,30,19,0.028,0.031,0.5,0.005,2
17.3,2.5,57.1,998.4,37,9,0.045,0.018,0.4,0.005,115
18.3,2.2,47.4,999.5,85,20,0.045,0.034,0.6,0.007,86
19.7,1.8,47.4,998.5,83,30,0.051,0.039,0.7,0.007,96
21.8,1.4,50.1,998.8,72,35,0.062,0.041,0.6,0.005,50
20.3,1.7,47.4,1000.4,56,25,0.055,0.029,0.5,0.006,1
22.3,1.6,49.8,999.9,42,23,0.048,0.035,0.5,0.005,133
21.4,1.8,69.3,1001.2,35,23,0.036,0.03,0.4,0.005,100
20.2,1.9,69.8,1000,38,23,0.031,0.03,0.5,0.004,92
20.9,1.9,58.9,1001.4,38,21,0.035,0.031,0.5,0.004,101
23.8,1.9,50.4,1004.7,35,20,0.038,0.043,0.6,0.004,244
23.4,2,44.5,1005.1,36,21,0.036,0.044,0.5,0.005,49
24,1.6,39.4,1003,28,19,0.043,0.031,0.5,0.004,1
22.6,1.9,50.1,1002.6,36,24,0.03,0.04,0.5,0.005,125
23.7,1.7,52.5,1001.6,35,25,0.045,0.028,0.4,0.005,118
23,2,62.9,1002.1,40,28,0.038,0.027,0.4,0.005,3
22.2,2,69.3,1001.7,39,25,0.026,0.036,0.5,0.004,106
21.9,2.1,68,998.8,29,19,0.038,0.018,0.4,0.003,91
23.7,1.4,60.6,997.1,32,20,0.041,0.022,0.4,0.003,49
21.3,1.4,59.9,994.7,7,4,0.037,0.011,0.3,0.003,1
20.2,1.4,67.3,990.9,11,5,0.026,0.018,0.4,0.003,130
21.3,1.7,65.5,993,14,8,0.026,0.02,0.4,0.003,128
22,1.5,64,996.2,26,17,0.035,0.028,0.5,0.004,14
21.6,1.1,74.9,997.7,25,16,0.031,0.025,0.5,0.004,92
21.7,1.4,60.8,1001,12,7,0.033,0.015,0.4,0.003,105
22.5,1.4,56.4,1002.1,19,10,0.042,0.018,0.3,0.003,45
24.8,1.5,54.9,996.9,36,24,0.041,0.035,0.5,0.004,120
22.4,1.8,61.3,994.8,35,23,0.031,0.039,0.5,0.006,104
22.7,2.3,68.1,994,36,24,0.04,0.02,0.4,0.003,95
23.7,2.2,60.1,997.1,31,20,0.045,0.02,0.4,0.003,92
25,1.8,45.1,998.3,34,20,0.049,0.033,0.5,0.004,89
24.5,2,50.6,994.8,34,20,0.047,0.032,0.5,0.006,40
25.2,1.9,62.8,998.1,51,31,0.058,0.023,0.5,0.005,1
27.1,1.2,57.1,1000.2,50,29,0.058,0.04,0.6,0.005,114
22.3,2.4,88.3,993.7,44,27,0.035,0.033,0.6,0.005,93
22.3,2,81.9,992.3,24,16,0.04,0.028,0.5,0.004,96
23.3,1.1,85.1,989.6,21,14,0.023,0.035,0.6,0.004,85
24.7,1.5,78.5,993.1,33,25,0.037,0.036,0.6,0.004,77
24.4,0.9,83.8,999.6,49,33,0.024,0.038,0.6,0.004,52
21.9,0.8,94.6,999.3,11,8,0.017,0.022,0.3,0.003,156
22.6,0.7,95.4,997.5,10,7,0.018,0.035,0.5,0.003,106
27.4,0.8,74.4,990.1,12,8,0.012,0.02,0.4,0.003,83
27.3,1.7,69.6,988.1,21,15,0.02,0.027,0.4,0.004,109
25.3,1.2,72.8,993.3,16,15,0.019,0.02,0.4,0.003,76
23.9,1.8,57.8,998.2,6,3,0.021,0.011,0.3,0.003,111
23.7,1.6,51.4,1000.3,7,5,0.028,0.011,0.3,0.003,31
23.3,1.5,51.5,1002.4,11,8,0.032,0.013,0.3,0.002,2
20.8,1.1,82.3,1004.9,9,7,0.01,0.017,0.3,0.001,124
23.7,0.7,87.8,1004.4,20,14,0.005,0.03,0.5,0.001,104
26.8,1.3,82.9,1004.9,34,23,0.007,0.027,0.6,0.001,79
26.6,1.5,82.4,1003.4,28,18,0.005,0.021,0.4,0.001,102
27.3,1.8,74.8,1002.4,22,17,0.012,0.022,0.3,0.001,108
27.9,1.9,69.6,1001.4,20,15,0.014,0.02,0.3,0.001,44
28.3,1.6,69.6,1002.3,23,18,0.026,0.014,0.3,0.001,4
28.7,1.7,64.3,1002.4,24,20,0.022,0.023,0.3,0.004,106
28.1,1.7,66.5,1002.2,28,25,0.015,0.022,0.3,0.005,99
28.2,1.6,64.8,1001.9,33,29,0.018,0.024,0.4,0.004,83
28.7,1.6,64.1,1001.1,29,23,0.022,0.02,0.3,0.003,86
29.5,1.5,62.6,999.4,35,28,0.035,0.031,0.4,0.005,99
30.6,1.5,53.6,999,35,27,0.043,0.032,0.4,0.005,48
31.8,1.4,49.6,998.6,29,22,0.046,0.019,0.4,0.003,3
31.7,1.8,53.8,999,31,24,0.037,0.024,0.4,0.006,103
31.4,1.6,59.5,997.4,40,33,0.061,0.028,0.4,0.005,96
30.1,2.4,66.3,997.5,32,24,0.028,0.021,0.4,0.005,96
30.1,1.5,68.8,997.5,40,29,0.028,0.026,0.4,0.005,98
30.9,1.9,69.3,997.2,43,30,0.034,0.024,0.4,0.004,85
29.5,1.2,77.1,996.1,31,21,0.022,0.03,0.4,0.003,49
31.3,1.2,52.4,994.2,17,12,0.026,0.012,0.3,0.003,1
31.7,1.2,50.9,994.3,9,6,0.026,0.015,0.3,0.003,105
32.6,1.5,50.5,994.7,16,10,0.042,0.019,0.4,0.003,94
33.6,1.7,55.5,993.4,30,17,0.049,0.024,0.4,0.003,235
33.7,1.6,54.4,995.6,36,25,0.061,0.029,0.5,0.004,72
33.1,1.9,55.3,997.4,40,30,0.061,0.027,0.5,0.005,84
31.1,2.4,60.6,998.2,24,16,0.037,0.015,0.3,0.004,35
30,2.6,71.8,997.6,24,15,0.029,0.009,0.3,0.004,2
30.5,1.6,71.6,996.8,27,17,0.029,0.022,0.4,0.004,108
30.5,1.5,63.4,997.2,17,11,0.033,0.02,0.4,0.004,122
31,2.1,64.8,996.8,23,15,0.024,0.018,0.3,0.003,82
28.8,1.5,76.3,994.5,23,16,0.02,0.023,0.4,0.004,78
30.7,1.4,60.9,993.6,15,9,0.028,0.017,0.4,0.003,106
31,1.5,55.8,995.3,9,5,0.033,0.018,0.3,0.003,38
30.6,1.5,61.3,997.4,14,9,0.036,0.017,0.3,0.003,2
30.5,1.4,68.6,1000.4,29,20,0.028,0.023,0.4,0.004,118
31.7,1.3,58.3,1000,24,15,0.025,0.025,0.4,0.004,107
31.7,1.2,59.5,997.3,26,18,0.035,0.022,0.4,0.003,2
29.9,1.7,51,999.6,14,8,0.025,0.014,0.3,0.003,106
27.2,1.8,39.8,1002.4,12,5,0.029,0.014,0.3,0.003,78
26.7,1.4,44.6,1001.1,14,6,0.035,0.017,0.3,0.003,53
28.2,1.2,50.6,999.8,20,12,0.045,0.019,0.4,0.003,2
29.1,2,55.6,995.3,31,20,0.042,0.028,0.5,0.004,119
26.6,2.5,71.4,993.9,21,12,0.028,0.025,0.4,0.003,108
30.7,1.1,54.1,994.7,20,12,0.031,0.026,0.4,0.003,91
29.4,1.7,59.1,990.2,11,6,0.015,0.013,0.3,0.003,103
24.4,2.5,86.3,987.5,8,5,0.019,0.018,0.4,0.003,81
25.2,2.6,68,999.2,21,12,0.038,0.021,0.4,0.004,47
22.7,0.8,91,1001.6,8,6,0.019,0.025,0.4,0.003,117
23.7,0.9,92.4,1001.5,10,6,0.006,0.025,0.5,0.003,104
25.2,2.4,86,999.1,13,7,0.007,0.021,0.4,0.003,78
25.3,1.8,80.9,999.2,25,17,0.021,0.031,0.5,0.004,92
25.6,1.6,67.4,1000.3,22,13,0.035,0.024,0.5,0.004,80
25.5,1.3,59.4,1001.5,16,9,0.025,0.021,0.4,0.003,206
25.1,1.5,55.8,999.2,12,7,0.033,0.017,0.3,0.003,3
23.3,1,85.3,991.9,14,8,0.015,0.029,0.5,0.003,119
23.2,2.2,69.4,988,14,8,0.03,0.019,0.4,0.003,120
24,2.5,63.5,992.9,24,10,0.039,0.022,0.4,0.004,82
24.1,2,69.9,994.2,31,17,0.044,0.03,0.5,0.004,110
22,2.5,54.6,995.7,23,13,0.044,0.019,0.4,0.003,118
21.7,1.7,48.8,1003.5,22,11,0.031,0.02,0.4,0.003,48
22.2,1.2,49,1006.4,19,10,0.033,0.019,0.4,0.003,4
22.9,1.6,49.5,1010.6,11,5,0.031,0.015,0.4,0.003,135
21.6,1.5,48.1,1010.8,12,5,0.029,0.017,0.3,0.003,106
22.8,1.4,52,1008.1,15,7,0.03,0.025,0.4,0.003,97
23.5,1.2,63.5,1007,18,9,0.021,0.029,0.4,0.003,95
23.5,1.3,66.9,1005.6,17,10,0.018,0.026,0.4,0.003,101
23.3,1,76,1004.4,11,6,0.019,0.027,0.4,0.003,49
22.2,1.7,83.6,1005.4,34,21,0.033,0.019,0.5,0.003,2
22.3,1.9,64.3,1007,23,14,0.03,0.021,0.5,0.003,135
22,1.2,59.8,1006.6,31,16,0.021,0.038,0.6,0.004,138
22.1,1,59.1,1004.1,34,18,0.022,0.042,0.7,0.004,120
19,1.8,82.4,1000.7,13,8,0.029,0.021,0.5,0.003,121
19.4,1.3,85.8,1000.3,8,4,0.023,0.024,0.5,0.003,129
20.8,1.8,62.3,1004.6,27,11,0.026,0.029,0.5,0.004,44
19.4,1.6,52.9,1005.8,26,10,0.03,0.021,0.5,0.004,2
17.8,1.1,48,1009.5,13,7,0.025,0.013,0.4,0.003,1
19.4,1.7,47.9,1009.8,8,5,0.029,0.012,0.3,0.003,15
18.9,1.3,47.6,1008.9,9,5,0.027,0.017,0.4,0.003,124
17.5,1.2,58.1,1008.5,13,7,0.018,0.025,0.4,0.003,124
20.2,1,55.5,1003.9,15,9,0.019,0.028,0.5,0.003,51
17.6,2.3,52.5,996.1,18,10,0.025,0.02,0.4,0.003,2
15.4,2.9,55.1,997.9,16,9,0.029,0.013,0.4,0.003,285
15.9,1.6,61.4,1007.1,21,12,0.024,0.025,0.5,0.003,151
17.3,1.3,58,1011.7,24,15,0.018,0.037,0.6,0.004,2
19.3,1.3,56.5,1013.5,19,11,0.023,0.028,0.5,0.003,156
16.9,1.7,84.1,1008.1,10,6,0.022,0.025,0.4,0.003,95
18,2.2,84,997.1,5,3,0.029,0.017,0.4,0.003,42
16.4,1.7,53.5,1006.6,23,10,0.027,0.018,0.5,0.003,4
14.8,1.1,47,1009.3,21,8,0.016,0.033,0.6,0.003,153
15.3,1.1,52.5,1005.9,23,12,0.011,0.037,0.6,0.004,4
12,2.5,61,1007.1,18,11,0.023,0.016,0.4,0.003,111
9.7,2.1,51,1012.5,17,9,0.017,0.015,0.4,0.003,109
10.9,1.3,54,1015.6,23,13,0.012,0.047,0.6,0.004,98
12.5,1,54,1015.2,29,18,0.012,0.049,0.6,0.003,55
13.2,1.5,60,1012.5,30,20,0.027,0.034,0.5,0.003,2
15.2,1.4,69.9,1009.9,49,32,0.033,0.037,0.7,0.004,127
14.5,1.3,55.9,1006.5,41,23,0.018,0.043,0.7,0.004,117
12.4,1.3,53.3,1005.8,32,17,0.014,0.044,0.6,0.004,85
12.7,1.1,59.5,1010,14,8,0.015,0.026,0.5,0.003,89
13.1,1.4,54.3,1014.9,19,10,0.017,0.031,0.5,0.003,108
13.4,1.2,53.9,1015.3,36,19,0.013,0.048,0.7,0.004,50
14,1,50,1009.9,43,29,0.015,0.061,0.8,0.005,106
12.2,1.1,75.1,1007.2,50,30,0.012,0.056,0.8,0.004,102
12.5,1.3,66,1010.5,39,17,0.014,0.038,0.7,0.003,88
13.8,0.9,55.5,1010.1,36,19,0.009,0.051,0.9,0.004,88
12.2,1.6,74.1,1001.6,32,17,0.011,0.044,0.7,0.004,80
8.7,3.2,49.6,1004.5,24,6,0.024,0.013,0.3,0.003,41
8.3,1.5,77.1,999.8,13,7,0.016,0.025,0.5,0.003,1
7.2,2,57.3,1004.3,16,8,0.017,0.02,0.5,0.003,136
6.1,1.6,51.3,1011.2,20,10,0.017,0.018,0.4,0.003,102
7.4,1.6,55.4,1013.1,21,12,0.016,0.023,0.5,0.003,112
8.4,1.3,53.4,1015.8,31,18,0.009,0.044,0.9,0.004,233
10.6,1.1,54.9,1017.3,39,24,0.007,0.058,1,0.004,89
11.2,1.3,56,1015,47,30,0.011,0.059,1,0.004,51
11.6,1.3,55,1012.2,40,27,0.016,0.048,0.9,0.004,2
11.9,1.1,65.5,1012.9,54,33,0.009,0.056,1,0.004,92
12.2,0.9,70.5,1014.7,90,62,0.004,0.071,1.2,0.005,115
12.8,1.1,79.5,1014,54,37,0.01,0.039,0.8,0.004,78
11.8,1.8,93.8,1002.5,9,5,0.013,0.029,0.6,0.003,81
12.1,3.1,69,1006.9,38,21,0.026,0.025,0.7,0.004,95
11.9,1.4,69.1,1013.4,70,40,0.022,0.035,0.8,0.005,49
8.1,1.1,67.6,1011.9,62,36,0.01,0.039,0.9,0.004,1
8.1,1.2,52.3,1009.6,27,15,0.013,0.038,0.7,0.004,135
8.8,1.1,51.6,1009.6,39,23,0.011,0.044,0.9,0.004,127
9.8,1.1,55.5,1012.9,31,20,0.01,0.045,0.8,0.004,97
9.7,1,55.4,1014.2,45,30,0.006,0.06,0.9,0.004,91
8.8,1.7,65.1,1011.6,54,36,0.013,0.046,1,0.004,99
4.9,1.4,50.8,1013.1,31,18,0.01,0.032,0.6,0.004,36
6.5,1.4,50.4,1012.2,55,29,0.011,0.044,1,0.004,95
6.5,1.8,39.9,1014.4,40,17,0.014,0.04,0.7,0.005,93
5.8,1.2,57.1,1013.9,30,15,0.012,0.037,0.6,0.004,83
2.3,2.4,35,1015.5,19,10,0.022,0.02,0.4,0.004,84
1.9,1.4,29.6,1017.9,24,11,0.011,0.039,0.7,0.004,95
2.6,1.8,71.1,1013.2,23,13,0.008,0.038,0.6,0.003,43
6.3,1,70.1,1014.3,58,38,0.005,0.054,1.2,0.004,137
7.1,1.5,65,1012.3,112,47,0.007,0.051,1.1,0.005,101
5,1.6,27.1,1014.3,107,19,0.014,0.032,0.6,0.004,78
3.5,1.3,41.4,1016.1,70,20,0.005,0.044,0.7,0.004,97
2.7,1.4,46.1,1016.5,58,20,0.007,0.045,0.7,0.004,98
5.5,1,42.3,1016.6,45,24,0.005,0.056,0.9,0.005,203
8.2,1.3,50.1,1013.1,46,22,0.007,0.046,0.8,0.004,3
11.5,1.4,87.4,1005.9,43,21,0.007,0.043,0.8,0.004,129
6.7,2.7,74.9,1009.1,32,15,0.013,0.023,0.6,0.003,109
0,1.5,39.5,1016.5,26,12,0.012,0.026,0.5,0.003,98
2.4,2.3,50.5,1012.9,36,16,0.012,0.029,0.6,0.004,93
-7.3,3.8,37.1,1021.6,22,9,0.024,0.012,0.4,0.003,87
-8.3,2.6,37.1,1022.9,22,9,0.024,0.012,0.4,0.003,48
-7.2,1.5,27,1025.7,21,10,0.02,0.02,0.5,0.003,2
-2.5,0.9,33.3,1023.5,32,18,0.007,0.048,0.9,0.003,119
0.2,1.2,44.8,1017.8,42,25,0.004,0.05,0.9,0.004,112
-1.9,2.2,39,1018.8,44,22,0.018,0.027,0.6,0.004,96
-2.2,2,57.4,1018.6,39,22,0.015,0.032,0.6,0.004,99
-4.4,1.7,44.3,1024.2,32,18,0.013,0.031,0.6,0.004,90
-2.4,1,46.8,1021.4,56,37,0.004,0.056,1,0.005,52
0,0.9,63.8,1010,55,39,0.003,0.056,1,0.005,2
1.6,1.8,60.1,1007.8,70,45,0.012,0.039,0.9,0.005,92
2.6,1.4,56.3,1009.4,44,23,0.007,0.053,0.9,0.005,103
4,1.4,53.4,1010.4,50,28,0.009,0.051,1,0.006,92
3.4,0.9,45.5,1012.8,56,37,0.005,0.06,1.1,0.006,90
5.6,1.1,40.1,1012.5,70,45,0.003,0.067,1.2,0.007,109
6.9,1.5,48.9,1012.5,81,56,0.011,0.059,1.1,0.007,60
2.4,2.9,43,1014.1,47,26,0.024,0.022,0.6,0.005,2
-2.3,1.6,35.9,1017,21,11,0.016,0.027,0.5,0.004,124
-1.5,2.8,40.8,1014.9,48,25,0.015,0.028,0.6,0.004,120
-10.1,3.5,28.3,1019.5,26,9,0.022,0.015,0.4,0.004,113
-10.5,2.5,33,1021.6,33,13,0.016,0.021,0.5,0.004,108
-7.6,2.9,29,1024.3,35,9,0.023,0.016,0.4,0.004,46
-6.8,1.2,35.9,1026.8,30,16,0.013,0.03,0.6,0.004,2
-5.4,1.2,39.6,1026.2,45,29,0.006,0.048,0.8,0.004,116
